ring_id,vertex_id,x,y
0,0,1451838.471,-1373977.206
0,1,1449561.781,-1378307.181
0,2,1449291.171,-1379800.259
0,3,1450562.566,-1381479.449
0,4,1453887.967,-1382914.246
0,5,1454542.337,-1384969.301
0,6,1453889.634,-1386579.308
0,7,1453127.817,-1386924.941
0,8,1451259.679,-1385738.963
0,9,1451311.73,-1384542.996
0,10,1450341.509,-1382369.581
0,11,1450577.239,-1383868.75
0,12,1451111.856,-1384606.787
0,13,1450908.501,-1385441.588
0,14,1451342.794,-1387146.3
0,15,1450132.153,-1388180.829
0,16,1449533.81,-1390683.325
0,17,1448326.919,-1389821.388
0,18,1446380.982,-1391682.273
0,19,1446202.746,-1393190.838
0,20,1445526.476,-1394094.83
0,21,1444574.667,-1394136.608
0,22,1442018.581,-1399463.122
0,23,1441197.324,-1399921.694
0,24,1439969.477,-1399627.865
0,25,1438891.781,-1400321.973
0,26,1438365.467,-1401392.99
0,27,1436842.439,-1400814.131
0,28,1435108.419,-1401796.933
0,29,1433341.328,-1402110.364
0,30,1433417.434,-1402389.854
0,31,1435247.652,-1402251.53
0,32,1433472.732,-1403424.794
0,33,1432713.172,-1401013.5
0,34,1432405.19,-1401351.547
0,35,1433058.766,-1402279.145
0,36,1431499.26,-1403375.923
0,37,1432969.05,-1404998.535
0,38,1431667.086,-1405771.821
0,39,1430718.461,-1406854.375
0,40,1433173.108,-1405241.771
0,41,1435451.684,-1402811.415
0,42,1436864.467,-1402571.749
0,43,1438381.279,-1403120.604
0,44,1436945.329,-1404428.637
0,45,1436481.509,-1406251.897
0,46,1438426.694,-1404887.087
0,47,1438734.423,-1402720.189
0,48,1439611.466,-1403018.543
0,49,1444692.494,-1410643.912
0,50,1445688.302,-1411793.276
0,51,1447105.386,-1416328.444
0,52,1447905.513,-1417833.167
0,53,1447777.121,-1419372.456
0,54,1449023.078,-1419689.881
0,55,1448514.868,-1420387.652
0,56,1450386.227,-1421633.485
0,57,1451836.892,-1423052.052
0,58,1451196.391,-1423567.488
0,59,1451295.199,-1424585.895
0,60,1451917.324,-1423359.451
0,61,1453337.687,-1423252.362
0,62,1455825.853,-1423756.03
0,63,1457172.674,-1426202.128
0,64,1458720.185,-1427487.716
0,65,1459293.617,-1427452.291
0,66,1460214.147,-1428362.23
0,67,1461039.988,-1427931.704
0,68,1461504.747,-1425726.574
0,69,1463052.754,-1425441.723
0,70,1463938.487,-1427255.113
0,71,1464840.868,-1427036.912
0,72,1465385.911,-1425071.015
0,73,1467253.613,-1423816.971
0,74,1467787.568,-1422711.301
0,75,1467638.991,-1421516.281
0,76,1468596.925,-1419778.103
0,77,1469557.569,-1419862.77
0,78,1470345.829,-1421100.436
0,79,1471163.123,-1420872.095
0,80,1472064.831,-1419534.961
0,81,1471559.915,-1416377.936
0,82,1472037.112,-1415330.077
0,83,1475207.766,-1412350.829
0,84,1475749.309,-1410340.114
0,85,1477418.958,-1406354.336
0,86,1477827.754,-1404584.649
0,87,1477218.313,-1402392.363
0,88,1477006.921,-1398976.314
0,89,1476677.653,-1397026.016
0,90,1472368.808,-1388753.301
0,91,1469908.841,-1384726.729
0,92,1467960.276,-1383168.336
0,93,1466040.439,-1379757.885
0,94,1464292.611,-1379153.404
0,95,1463611.698,-1377263.719
0,96,1460340.26,-1374367.727
0,97,1458329.222,-1373929.84
0,98,1455260.104,-1372332.165
Total signed area in input: 1.305116e+09
Total signed area in output: 1.305116e+09
Total areal displacement: 8.235198e+06
