ring_id,vertex_id,x,y
0,0,-1272642.345,1076906.04
0,1,-1273673.841,1076097.28
0,2,-1274016.96,1076823.732
0,3,-1275153.6,1076901.124
0,4,-1274641.181,1075444.027
0,5,-1275116.828,1074858.248
0,6,-1273937.778,1073178.748
0,7,-1275014.048,1070244.63
0,8,-1274197.878,1069013.557
0,9,-1274412.894,1068117.674
0,10,-1273105.203,1068038.537
0,11,-1272751.264,1066507.378
0,12,-1271999.1,1065940.673
0,13,-1272443.342,1064099.451
0,14,-1273696.391,1064368.454
0,15,-1273059.179,1063418.851
0,16,-1273692.27,1062878.621
0,17,-1273474.185,1061307.941
0,18,-1274202.947,1061211.595
0,19,-1273795.717,1059464.823
0,20,-1273161.096,1059164.914
0,21,-1273358.437,1056033.619
0,22,-1274121.482,1055722.85
0,23,-1274863.02,1056948.385
0,24,-1276197.283,1055595.959
0,25,-1275807.198,1056582.415
0,26,-1276985.931,1056143.202
0,27,-1277021.442,1053933.787
0,28,-1278215.425,1053123.17
0,29,-1281991.914,1053056.195
0,30,-1282277.848,1050845.222
0,31,-1283145.41,1049746.831
0,32,-1284449.075,1050133.573
0,33,-1287421.037,1050037.628
0,34,-1288064.215,1048599.989
0,35,-1285170.982,1047735.86
0,36,-1286006.871,1045973.246
0,37,-1284109.734,1045475.737
0,38,-1282204.862,1046805.986
0,39,-1280498.162,1046548.74
0,40,-1280570.819,1045787.72
0,41,-1278317.927,1045639.574
0,42,-1276503.527,1045142.161
0,43,-1276925.133,1042923.428
0,44,-1274618.613,1044754.506
0,45,-1275158.264,1043408.614
0,46,-1274716.536,1042038.452
0,47,-1275662.977,1040617.118
0,48,-1273838.155,1042485.239
0,49,-1273416.695,1041361.973
0,50,-1274160.777,1040997.579
0,51,-1273748.93,1040241.04
0,52,-1274859.522,1039638.433
0,53,-1274905.707,1038075.099
0,54,-1275292.027,1038613.198
0,55,-1274812.547,1040480.817
0,56,-1276144.97,1038710.361
0,57,-1276902.167,1038946.715
0,58,-1276900.832,1037360.247
0,59,-1279061.959,1035417.42
0,60,-1279009.051,1032877.195
0,61,-1278480.785,1031787.649
0,62,-1276177.938,1031236.36
0,63,-1275071.643,1032471.98
0,64,-1273874.737,1031525
0,65,-1273266.521,1032434.937
0,66,-1271790.62,1030055.007
0,67,-1269440.774,1031892.325
0,68,-1269493.463,1033067.385
0,69,-1272034.86,1036362.041
0,70,-1270719.619,1038211.195
0,71,-1271054.717,1039034.413
0,72,-1270730.721,1040675.08
0,73,-1269558.07,1040702.431
0,74,-1270227.418,1039687.978
0,75,-1270125.344,1038258.605
0,76,-1270634.964,1036535.407
0,77,-1270023.432,1035196.163
0,78,-1267298.155,1035609.186
0,79,-1265942.384,1039121.212
0,80,-1265348.428,1042409.436
0,81,-1265489.732,1044470.176
0,82,-1266291.148,1046666.228
0,83,-1265750.969,1048955.397
0,84,-1264321.8,1050375.631
0,85,-1265241.055,1051548.682
0,86,-1264679.199,1052341.907
0,87,-1263208.537,1059337.59
0,88,-1263423.433,1062118.223
0,89,-1262806.253,1063335.185
0,90,-1262990.213,1065022.904
0,91,-1263623.323,1065751.413
0,92,-1264182.638,1064701.925
0,93,-1264764.435,1068175.644
0,94,-1264179.245,1073131.356
0,95,-1265672.78,1073636.227
0,96,-1267395.295,1073096.151
0,97,-1267262.484,1075055.237
0,98,-1269239.025,1077394.761
Total signed area in input: 5.066884e+08
Total signed area in output: 5.066884e+08
Total areal displacement: 1.747133e+07
