ring_id,vertex_id,x,y
0,0,1015981.013,794854.6347
0,1,988878.2864,798281.3052
0,2,990480.4916,802980.294
0,3,964198.6144,795706.7451
0,4,965799.4778,799010.8514
0,5,933287.5797,793986.0179
0,6,885843.4036,800894.3208
0,7,884407.0204,786784.7064
0,8,874535.1091,770029.3798
0,9,882266.3088,761075.5423
0,10,835427.8629,758822.7773
0,11,822834.4383,765600.8297
0,12,820336.7554,732513.0011
0,13,844981.9311,719411.1841
0,14,864185.5515,721045.7851
0,15,872554.526,703410.2524
0,16,882584.7736,705182.595
0,17,913185.2861,691513.603
0,18,918817.0749,693021.9144
0,19,921143.8453,690870.3687
0,20,936129.1327,668131.9197
0,21,938620.8162,657253.2389
0,22,925964.8417,661482.2878
0,23,929473.0651,644922.8377
0,24,942762.2541,635756.4714
0,25,946449.5101,577724.4262
0,26,939909.8507,565940.6392
0,27,932615.7929,566788.2191
0,28,932376.8134,539643.4569
0,29,924640.9545,538413.4853
0,30,926457.3055,531941.4652
0,31,914091.2995,530567.9973
0,32,910111.2293,518682.5517
0,33,911536.9102,492529.1617
0,34,933789.7855,484923.2541
0,35,948669.1822,510401.8785
0,36,958105.9112,534072.6188
0,37,972932.1222,539640.0413
0,38,978245.0462,548803.4359
0,39,995561.3875,543106.4696
0,40,1008548.774,520714.1853
0,41,1014547.361,493684.3193
0,42,1020864.699,478260.1884
0,43,1028030.519,444861.9522
0,44,1036867.284,429583.503
0,45,1053334.542,436162.6125
0,46,1067755.436,459119.4582
0,47,1085086.936,474539.9454
0,48,1069945.332,564642.3806
0,49,1075937.264,575609.9601
0,50,1076725.619,596775.7645
0,51,1086019.925,606242.5823
0,52,1094567.647,628832.7816
0,53,1090241.639,651638.2748
0,54,1076382.975,674230.2548
0,55,1050405.202,700406.7695
0,56,1082881.811,702399.7834
0,57,1078738.114,691110.1495
0,58,1086827.601,686797.4151
0,59,1087219.499,676525.6606
0,60,1101941.486,668157.43
0,61,1109128.757,673280.221
0,62,1111034.493,656922.8712
0,63,1120728.442,653475.8287
0,64,1118439.369,626634.7402
0,65,1128045.93,647677.4851
0,66,1139776.051,650920.3489
0,67,1141550.796,640782.048
0,68,1159813.586,631935.5339
0,69,1188887.274,628570.6846
0,70,1188132.513,655457.7055
0,71,1174769.164,660564.6113
0,72,1187744.253,679563.3626
0,73,1194610.123,662707.0696
0,74,1208752.97,666442.9133
0,75,1197282.516,676154.8941
0,76,1194536.367,684130.8667
0,77,1172678.352,700332.3484
0,78,1180332.565,707939.142
0,79,1160212.383,717803.1914
0,80,1159156.538,727949.1719
0,81,1151088.251,729724.423
0,82,1149872.03,736182.958
0,83,1142954.078,737720.3317
0,84,1141195.26,755859.5279
0,85,1135512.287,751602.5569
0,86,1120654.735,766675.2149
0,87,1117132.698,776913.2561
0,88,1112828.775,777651.6318
0,89,1109593.806,787844.39
0,90,1088997.162,789496.1655
0,91,1075844.11,784710.302
0,92,1080357.548,796945.0397
0,93,1073560.265,787147.4358
0,94,1039170.154,789357.2749
0,95,1051096.892,798382.2481
0,96,1043404.027,800306.0952
0,97,1032294.3,790373.6451
0,98,1033250.267,799132.4799
Total signed area in input: 6.321472e+10
Total signed area in output: 6.321472e+10
Total areal displacement: 2.016616e+09
