ring_id,vertex_id,x,y
0,0,-1312085.644,315370.9351
0,1,-1320080.358,310475.7538
0,2,-1321108.889,307543.9865
0,3,-1322670.375,307629.3986
0,4,-1325896.571,303671.5842
0,5,-1326146.597,298205.3358
0,6,-1327167.416,297327.1098
0,7,-1326288.602,291233.5183
0,8,-1328610.981,283640.1633
0,9,-1327402.661,280831.3682
0,10,-1329085.78,276566.902
0,11,-1326621.858,271600.3965
0,12,-1324317.773,269404.0946
0,13,-1323552.727,266639.7893
0,14,-1321311.953,265336.8245
0,15,-1322333.762,262503.5644
0,16,-1320843.312,259180.2744
0,17,-1318535.784,248201.0996
0,18,-1319429.617,236973.4904
0,19,-1316558.57,235059.144
0,20,-1319743.678,235364.0326
0,21,-1315034.679,229032.6174
0,22,-1311991.299,235708.6673
0,23,-1306812.205,242267.9733
0,24,-1303595.616,241765.5361
0,25,-1303221.34,239159.1773
0,26,-1304626.302,237877.5358
0,27,-1302072.356,231975.4229
0,28,-1303940.467,232195.0665
0,29,-1303014.847,229717.7178
0,30,-1305060.159,225496.0251
0,31,-1303409.984,222607.89
0,32,-1300962.527,223943.8362
0,33,-1299341.251,207511.178
0,34,-1296247.219,202250.0857
0,35,-1295989.7,199735.2143
0,36,-1284993.609,197787.7824
0,37,-1294954.035,199180.5331
0,38,-1296394.877,194620.4688
0,39,-1295464.508,190848.1646
0,40,-1286828.103,193630.6472
0,41,-1281796.884,196305.8688
0,42,-1275019.224,203110.7105
0,43,-1274299.472,207780.652
0,44,-1277075.185,209327.1281
0,45,-1279378.926,213384.7959
0,46,-1279578.087,218049.2604
0,47,-1281063.621,222126.1225
0,48,-1278380.19,230299.7591
0,49,-1281105.18,231972.3954
0,50,-1274659.039,237495.3169
0,51,-1269312.393,236888.5787
0,52,-1272387.97,241055.4155
0,53,-1272316.663,242369.6591
0,54,-1276712.246,250391.3716
0,55,-1275943.546,253167.2703
0,56,-1278505.394,259102.6154
0,57,-1281524.366,260784.8109
0,58,-1277166.739,266206.9139
0,59,-1275507.274,265944.8476
0,60,-1273016.887,269771.5985
0,61,-1265105.588,268834.41
0,62,-1256763.353,274716.2813
0,63,-1264133.728,275589.4401
0,64,-1268658.252,272718.2478
0,65,-1272511.815,273744.1184
0,66,-1276143.287,269239.3246
0,67,-1277339.895,276354.6572
0,68,-1280005.099,278809.4113
0,69,-1282439.658,277293.9568
0,70,-1282804.602,282434.3607
0,71,-1276890.251,284891.7727
0,72,-1277547,285548.3351
0,73,-1283851.547,281991.5416
0,74,-1283466.63,274486.4301
0,75,-1285735.366,272040.077
0,76,-1283699.551,260231.3206
0,77,-1289349.154,254220.2224
0,78,-1297930.897,257599.2278
0,79,-1314383.052,260947.8435
0,80,-1298603.576,257930.6153
0,81,-1293480.858,256302.5598
0,82,-1293704.005,259958.0971
0,83,-1295251.436,264069.4731
0,84,-1291500.058,269401.6159
0,85,-1294488.538,272384.5861
0,86,-1294368.558,279942.0477
0,87,-1297444.81,282710.5792
0,88,-1301771.519,281988.4255
0,89,-1303844.451,286737.1554
0,90,-1306461.863,288940.2424
0,91,-1310588.737,301178.2202
0,92,-1307496.383,304172.2897
0,93,-1308980.185,307630.4634
0,94,-1305929.443,307816.333
0,95,-1307417.375,308848.8207
0,96,-1304165.566,309296.3878
0,97,-1307931.533,314895.8352
0,98,-1311979.26,317483.7176
Total signed area in input: 3.406772e+09
Total signed area in output: 3.406772e+09
Total areal displacement: 9.871115e+07
