ring_id,vertex_id,x,y
0,0,1840851.172,664269.6129
0,1,1843094.465,659335.8634
0,2,1843533.483,661399.6846
0,3,1842352.023,663445.7197
0,4,1841503.32,663350.8428
0,5,1842320.951,666291.1866
0,6,1843730.956,665979.5031
0,7,1844031.953,665001.6944
0,8,1845526.675,665311.2361
0,9,1845821.436,663571.8312
0,10,1847737.077,665230.5494
0,11,1849844.683,663909.4777
0,12,1850544.437,664525.8188
0,13,1851964.867,663756.761
0,14,1852213.73,662981.1556
0,15,1854105.477,662792.0523
0,16,1855574.729,662003.7525
0,17,1858128.884,661540.6812
0,18,1858158.47,659680.045
0,19,1859560.351,657316.8903
0,20,1862367.016,654630.9406
0,21,1858878.955,660205.9344
0,22,1859584.024,661727.8155
0,23,1860340.844,660347.3597
0,24,1860688.593,661821.1467
0,25,1862051.79,661674.248
0,26,1860650.586,662531.7127
0,27,1860213.249,663756.3626
0,28,1862252.353,664033.5785
0,29,1862045.065,666130.1192
0,30,1862918.096,665454.6236
0,31,1862415.89,667005.625
0,32,1860999.487,666091.1365
0,33,1860468.931,668253.6853
0,34,1859339.438,666516.7882
0,35,1858347.268,666976.3337
0,36,1858637.214,666073.9374
0,37,1856100.404,666548.6252
0,38,1855608.796,667601.9123
0,39,1858330.429,666948.1217
0,40,1858119.56,667591.7781
0,41,1855943.851,668872.7108
0,42,1856513.423,670251.8734
0,43,1854376.722,670886.6945
0,44,1855638.263,669804.6937
0,45,1855738.579,668004.2484
0,46,1854273.043,667857.4113
0,47,1853079.946,671287.2028
0,48,1851830.285,673331.8351
0,49,1853200.072,673326.8702
0,50,1853639.736,674169.2257
0,51,1851806.875,675063.7631
0,52,1852866.111,675390.6826
0,53,1851224.465,676128.2211
0,54,1851369.577,678051.6392
0,55,1849559.222,677711.6974
0,56,1847608.285,678111.5533
0,57,1846722.154,679214.5699
0,58,1843058.287,681436.2585
0,59,1841410.456,679751.998
0,60,1841648.226,679182.2905
0,61,1843183.623,680292.1233
0,62,1846461.843,678790.9227
0,63,1846000.388,678153.3822
0,64,1847497.273,675300.0445
0,65,1848799.431,676258.0097
0,66,1850755.697,675902.4178
0,67,1850522.995,674885.212
0,68,1848745.939,674519.1083
0,69,1845776.767,674869.8623
0,70,1846074.038,675816.9461
0,71,1844458.844,675713.9795
0,72,1845673.077,673998.5134
0,73,1843788.914,674375.8716
0,74,1843584.245,675528.8829
0,75,1842135.548,676402.2737
0,76,1843056.325,676664.5083
0,77,1841108.113,678433.8651
0,78,1841958.061,676028.3194
0,79,1840345.375,675864.5539
0,80,1840401.757,677515.7224
0,81,1839213.809,677843.8229
0,82,1840306.796,676674.5203
0,83,1838538.726,677441.5232
0,84,1838222.255,677018.5655
0,85,1839434.896,676240.7337
0,86,1839411.678,674881.1916
0,87,1840706.441,673060.5055
0,88,1841401.922,672904.666
0,89,1844185.625,669665.1701
0,90,1843480.156,668405.7666
0,91,1842592.933,670610.5093
0,92,1842245.554,669370.0838
0,93,1841415.811,669942.7209
0,94,1841378.501,668396.9459
0,95,1839713.709,668803.03
0,96,1838888.212,671010.3408
0,97,1837086.285,670857.7707
0,98,1842037.977,665310.351
Total signed area in input: 2.062881e+08
Total signed area in output: 2.062881e+08
Total areal displacement: 2.512181e+07
