ring_id,vertex_id,x,y
0,0,-1930971.339,156172.5257
0,1,-1931707.572,153921.8209
0,2,-1932425.956,154669.3644
0,3,-1932822.023,156122.4836
0,4,-1935563.765,157258.6731
0,5,-1936746.533,156931.0001
0,6,-1936629.347,156290.3712
0,7,-1937260.77,155957.691
0,8,-1938107.991,156272.233
0,9,-1938939.296,154332.6047
0,10,-1939447.837,154220.012
0,11,-1939983.235,152620.2848
0,12,-1939856.737,151675.2244
0,13,-1941051.283,151954.7851
0,14,-1941895.244,151770.0869
0,15,-1942799.833,152040.7931
0,16,-1944333.251,150744.3901
0,17,-1944624.948,149658.4933
0,18,-1945215.028,148548.5334
0,19,-1946039.446,147987.0201
0,20,-1946140.498,146844.8091
0,21,-1947113.582,146602.5157
0,22,-1947266.739,145727.8845
0,23,-1947099.055,145314.6431
0,24,-1947536.86,143997.9968
0,25,-1948237.509,143253.0808
0,26,-1948041.061,140649.054
0,27,-1947209.371,140239.4352
0,28,-1946657.681,139365.4429
0,29,-1946331.11,139379.2099
0,30,-1945289.9,138215.8634
0,31,-1945517.97,136423.1226
0,32,-1946655.627,135925.8344
0,33,-1946209.571,134799.5551
0,34,-1946935.485,134138.7955
0,35,-1946707.716,131925.6137
0,36,-1945630.568,130246.2752
0,37,-1946353.748,127419.5574
0,38,-1945551.731,126537.5514
0,39,-1946185.353,126591.166
0,40,-1947924.161,125669.7902
0,41,-1947734.996,124916.9912
0,42,-1946824.003,125155.7418
0,43,-1945265.602,126542.041
0,44,-1945641.783,125093.7074
0,45,-1945625.142,124093.2023
0,46,-1944322.09,123098.9385
0,47,-1944079.981,123198.8668
0,48,-1942467.133,122234.6468
0,49,-1941262.884,121876.7748
0,50,-1941129.379,121486.4303
0,51,-1941787.601,121572.3357
0,52,-1941878.208,121213.5809
0,53,-1941286.624,121436.816
0,54,-1940963.547,120792.0373
0,55,-1940694.167,121136.3389
0,56,-1940927.721,121801.988
0,57,-1940362.27,122005.0261
0,58,-1940329.047,120808.6834
0,59,-1940160.752,122045.3527
0,60,-1938608.578,122121.5674
0,61,-1937832.006,121991.4684
0,62,-1936346.692,122209.1802
0,63,-1935351.112,123138.8324
0,64,-1934918.121,124612.6027
0,65,-1935148.502,126312.0491
0,66,-1934636.641,126622.6666
0,67,-1934853.035,128184.9968
0,68,-1933878.02,128390.6328
0,69,-1933737.802,128841.9005
0,70,-1933912.721,130054.0735
0,71,-1933165.1,130663.3908
0,72,-1933192.839,131913.508
0,73,-1932833.205,132309.1947
0,74,-1932687.039,133092.0329
0,75,-1932362.997,133328.7534
0,76,-1931455.969,135803.8362
0,77,-1931689.708,136218.52
0,78,-1931604.425,137365.2204
0,79,-1930766.108,137430.113
0,80,-1930768.192,139044.4327
0,81,-1931493.624,139373.5239
0,82,-1931868.336,139951.2863
0,83,-1930742.636,141739.5223
0,84,-1930843.079,142218.5487
0,85,-1929681.781,142336.6939
0,86,-1929833.048,143373.6798
0,87,-1928328.094,144362.4535
0,88,-1928330.883,145171.0528
0,89,-1927641.998,147201.0732
0,90,-1927126.908,147490.4943
0,91,-1926632.984,149466.647
0,92,-1926966.473,149909.5476
0,93,-1925873.913,152292.3862
0,94,-1926226.195,153102.9379
0,95,-1925881.713,153673.4042
0,96,-1926998.508,155091.5548
0,97,-1928987.328,156607.4487
0,98,-1930284.44,157031.7045
Total signed area in input: 4.982084e+08
Total signed area in output: 4.982084e+08
Total areal displacement: 5.481956e+06
